seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr19	14017145	14017160	16	*	X11728	79173	13993168	14016909	23742	-	235	upstream	235	BRME1
chr19	14201323	14201551	229	*	X11732	90378	14199229	14201232	2004	-	90	upstream	90	SAMD1
chr19	14247327	14247417	91	*	X11733	100507373	14247964	14282075	34112	+	546	upstream	546	ADGRL1-AS1
chr19	14247327	14247417	91	*	X11733	55723	14230321	14247440	17120	-	0	inside	22	ASF1B
chr19	14317732	14318575	844	*	X11734	22859	14258549	14316997	58449	-	734	upstream	734	ADGRL1
chr19	14492149	14492244	96	*	X11735	976	14491956	14519537	27582	+	0	inside	192	ADGRE5
chr19	14682770	14682955	186	*	X11736	4713	14676890	14682889	6000	-	0	overlapStart	0	NDUFB7
chr19	14800808	14800905	98	*	X11737	84449	14800613	14831772	31160	+	0	inside	194	ZNF333
chr19	15236396	15236425	30	*	X11738	10994	15225785	15236577	10793	-	0	inside	151	ILVBL
chr19	15490454	15490592	139	*	X11740	10270	15464332	15490612	26281	-	0	inside	19	AKAP8
chr19	15490836	15490943	108	*	X11741	10270	15464332	15490612	26281	-	223	upstream	223	AKAP8
chr19	15560945	15560988	44	*	X11744	58525	15532318	15560762	28445	-	182	upstream	182	WIZ
chr19	16583003	16583075	73	*	X11748	58513	16466055	16582823	116769	-	179	upstream	179	EPS15L1
chr19	16682920	16682964	45	*	X11749	79939	16660648	16683193	22546	-	0	inside	228	SLC35E1
chr19	16683027	16683124	98	*	X11750	79939	16660648	16683193	22546	-	0	inside	68	SLC35E1
chr19	16683404	16683514	111	*	X11751	79939	16660648	16683193	22546	-	210	upstream	210	SLC35E1
chr19	16771349	16771363	15	*	X11752	79041	16771938	16799816	27879	+	574	upstream	574	TMEM38A
chr19	16771349	16771363	15	*	X11752	79086	16756959	16770968	14010	-	380	upstream	380	SMIM7
chr19	17186208	17186299	92	*	X11755	4650	17186591	17324104	137514	+	291	upstream	291	MYO9B
chr19	17186208	17186299	92	*	X11755	93323	17160571	17186343	25773	-	0	inside	43	HAUS8
chr19	17326035	17326409	375	*	X11756	55850	17326155	17330638	4484	+	0	overlapStart	0	USE1
chr19	17416664	17416705	42	*	X11758	64981	17416477	17417652	1176	+	0	inside	186	MRPL34
chr19	17445514	17445762	249	*	X11759	57719	17434032	17445638	11607	-	0	overlapStart	0	ANO8
chr19	17445514	17445762	249	*	X11759	84705	17445791	17453540	7750	+	28	upstream	28	GTPBP3
chr19	17530551	17530638	88	*	X11764	93343	17530912	17536140	5229	+	273	upstream	273	MVB12A
chr19	17530871	17530999	129	*	X11765	93343	17530912	17536140	5229	+	0	overlapStart	0	MVB12A
chr19	17622510	17622927	418	*	X11766	25796	17622432	17632097	9666	+	0	inside	77	PGLS
chr19	17830208	17830236	29	*	X11767	55201	17830303	17845324	15022	+	66	upstream	66	MAP1S
chr19	17858243	17858262	20	*	X11768	23149	17858527	17899377	40851	+	264	upstream	264	FCHO1
chr19	17858278	17858352	75	*	X11769	23149	17858527	17899377	40851	+	174	upstream	174	FCHO1
chr19	17858632	17858655	24	*	X11770	23149	17858527	17899377	40851	+	0	inside	104	FCHO1
chr19	18043512	18043582	71	*	X11772	115098	18043824	18054794	10971	+	241	upstream	241	CCDC124
chr19	18043656	18043672	17	*	X11773	115098	18043824	18054794	10971	+	151	upstream	151	CCDC124
chr19	18061409	18061439	31	*	X11777	3780	18062111	18109930	47820	+	671	upstream	671	KCNN1
chr19	18392906	18392963	58	*	X11780	100422833	18392887	18392971	85	+	0	inside	18	MIR3188
chr19	18392906	18392963	58	*	X11780	3727	18390563	18392432	1870	-	473	upstream	473	JUND
chr19	18451126	18451141	16	*	X11781	54858	18451408	18480763	29356	+	266	upstream	266	PGPEP1
chr19	18451157	18451464	308	*	X11782	54858	18451408	18480763	29356	+	0	overlapStart	0	PGPEP1
chr19	18529878	18530097	220	*	X11783	170463	18530146	18545372	15227	+	48	upstream	48	SSBP4
chr19	18668308	18668409	102	*	X11784	79036	18668572	18680197	11626	+	162	upstream	162	KXD1
chr19	18668516	18668578	63	*	X11785	79036	18668572	18680197	11626	+	0	overlapStart	0	KXD1
chr19	18682469	18682492	24	*	X11786	7311	18682614	18688270	5657	+	121	upstream	121	UBA52
chr19	18699495	18699694	200	*	X11787	55049	18699495	18703147	3653	+	0	inside	0	REX1BD
chr19	18747639	18747709	71	*	X11789	55295	18747838	18781302	33465	+	128	upstream	128	KLHL26
chr19	18942697	18942733	37	*	X11791	5976	18942744	18979039	36296	+	10	upstream	10	UPF1
chr19	19144519	19144786	268	*	X11792	10147	19101697	19144832	43136	-	0	inside	45	SUGP2
chr19	19144519	19144786	268	*	X11792	93436	19144387	19170310	25924	+	0	inside	131	ARMC6
chr19	19302817	19303160	344	*	X11793	4207	19256376	19303400	47025	-	0	inside	239	BORCS8-MEF2B
chr19	19302817	19303160	344	*	X11793	729991	19287713	19303400	15688	-	0	inside	239	BORCS8
chr19	19302817	19303160	344	*	X11793	8625	19303008	19312678	9671	+	0	overlapStart	0	RFXANK
chr19	19626961	19626979	19	*	X11795	374887	19627019	19648393	21375	+	39	upstream	39	YJEFN3
chr19	19626961	19626979	19	*	X11795	51079	19627019	19645953	18935	+	39	upstream	39	NDUFA13
chr19	19626961	19626979	19	*	X11795	83983	19625028	19626469	1442	-	491	upstream	491	TSSK6
chr19	19774133	19774205	73	*	X11799	57130	19756010	19774503	18494	-	0	inside	297	ATP13A1
chr19	29703971	29704015	45	*	X11800	7386	29698167	29704136	5970	-	0	inside	120	UQCRFS1
chr19	29704070	29704088	19	*	X11801	7386	29698167	29704136	5970	-	0	inside	47	UQCRFS1
chr19	30096953	30097046	94	*	X11802	10775	30097170	30108162	10993	+	123	upstream	123	POP4
chr19	30097076	30097289	214	*	X11803	10775	30097170	30108162	10993	+	0	overlapStart	0	POP4
chr19	32836471	32836607	137	*	X11810	22847	32836514	32878573	42060	+	0	overlapStart	0	ZNF507
chr19	32836619	32836710	92	*	X11811	22847	32836514	32878573	42060	+	0	inside	104	ZNF507
chr19	32896323	32896603	281	*	X11812	147991	32896655	32976799	80145	+	51	upstream	51	DPY19L3
chr19	32896323	32896603	281	*	X11812	400684	32880956	32896445	15490	-	0	overlapStart	0	DPY19L3-DT
chr19	33071816	33072028	213	*	X11813	9141	33072094	33078358	6265	+	65	upstream	65	PDCD5
chr19	33072047	33072268	222	*	X11814	9141	33072094	33078358	6265	+	0	overlapStart	0	PDCD5
chr19	33072286	33072315	30	*	X11815	9141	33072094	33078358	6265	+	0	inside	191	PDCD5
chr19	33166656	33167404	749	*	X11816	84079	33087907	33166102	78196	-	553	upstream	553	ANKRD27
chr19	33571963	33572175	213	*	X11819	55094	33571786	33621318	49533	+	0	inside	176	GPATCH1
chr19	33792967	33793050	84	*	X11823	80054	33793763	33795963	2201	+	712	upstream	712	CEBPA-DT
chr19	33793148	33793207	60	*	X11824	1050	33790840	33793430	2591	-	0	inside	222	CEBPA
chr19	33793148	33793207	60	*	X11824	80054	33793763	33795963	2201	+	555	upstream	555	CEBPA-DT
chr19	33793302	33793509	208	*	X11825	1050	33790840	33793430	2591	-	0	overlapStart	0	CEBPA
chr19	33793302	33793509	208	*	X11825	80054	33793763	33795963	2201	+	253	upstream	253	CEBPA-DT
chr19	33793580	33793649	70	*	X11826	1050	33790840	33793430	2591	-	149	upstream	149	CEBPA
chr19	33793580	33793649	70	*	X11826	80054	33793763	33795963	2201	+	113	upstream	113	CEBPA-DT
chr19	34012527	34012753	227	*	X11827	5184	33877855	34012799	134945	-	0	inside	45	PEPD
chr19	34663140	34663326	187	*	X11830	26065	34663352	34720420	57069	+	25	upstream	25	LSM14A
chr19	34663407	34663636	230	*	X11831	26065	34663352	34720420	57069	+	0	inside	54	LSM14A
chr19	34745543	34745556	14	*	X11832	9710	34745456	34846471	101016	+	0	inside	86	GARRE1
chr19	34895284	34895296	13	*	X11835	84306	34895303	34917072	21770	+	6	upstream	6	PDCD2L
chr19	34919184	34919383	200	*	X11836	10054	34919268	34960798	41531	+	0	overlapStart	0	UBA2
chr19	35168213	35168266	54	*	X11837	55900	35168567	35177302	8736	+	300	upstream	300	ZNF302
chr19	35225013	35225247	235	*	X11838	339318	35225480	35233774	8295	+	232	upstream	232	ZNF181
chr19	35417737	35417986	250	*	X11839	90075	35417807	35436076	18270	+	0	overlapStart	0	ZNF30
chr19	35739832	35740022	191	*	X11841	51599	35739559	35758867	19309	+	0	inside	272	LSR
chr19	35758943	35758993	51	*	X11842	7392	35759896	35770718	10823	+	902	upstream	902	USF2
chr19	35759441	35759525	85	*	X11843	7392	35759896	35770718	10823	+	370	upstream	370	USF2
chr19	35759540	35759552	13	*	X11844	7392	35759896	35770718	10823	+	343	upstream	343	USF2
chr19	36119889	36119914	26	*	X11846	79171	36119980	36128587	8608	+	65	upstream	65	RBM42
chr19	36208739	36208779	41	*	X11848	9757	36208921	36229779	20859	+	141	upstream	141	KMT2B
chr19	36236342	36236363	22	*	X11849	199746	36233428	36236336	2909	-	5	upstream	5	U2AF1L4
chr19	36236342	36236363	22	*	X11849	55851	36236494	36243734	7241	+	130	upstream	130	PSENEN
chr19	36236342	36236363	22	*	X11849	79713	36230151	36236336	6186	-	5	upstream	5	IGFLR1
chr19	36236463	36236498	36	*	X11850	199746	36233428	36236336	2909	-	126	upstream	126	U2AF1L4
chr19	36236463	36236498	36	*	X11850	55851	36236494	36243734	7241	+	0	overlapStart	0	PSENEN
chr19	36236463	36236498	36	*	X11850	79713	36230151	36236336	6186	-	126	upstream	126	IGFLR1
chr19	36236535	36236554	20	*	X11851	199746	36233428	36236336	2909	-	198	upstream	198	U2AF1L4
chr19	36236535	36236554	20	*	X11851	55851	36236494	36243734	7241	+	0	inside	40	PSENEN
chr19	36236535	36236554	20	*	X11851	79713	36230151	36236336	6186	-	198	upstream	198	IGFLR1
chr19	36236591	36236648	58	*	X11852	199746	36233428	36236336	2909	-	254	upstream	254	U2AF1L4
chr19	36236591	36236648	58	*	X11852	55851	36236494	36243734	7241	+	0	inside	96	PSENEN
chr19	36236591	36236648	58	*	X11852	79713	36230151	36236336	6186	-	254	upstream	254	IGFLR1
chr19	36359267	36359351	85	*	X11853	333	36359138	36370699	11562	+	0	inside	128	APLP1
chr19	36427189	36427360	172	*	X11858	79414	36428022	36436097	8076	+	661	upstream	661	LRFN3
chr19	36486377	36486411	35	*	X11859	644096	36486090	36487220	1131	+	0	inside	286	SDHAF1
chr19	36500312	36500335	24	*	X11860	163183	36494002	36500273	6272	-	38	upstream	38	SYNE4
chr19	36545057	36545347	291	*	X11861	284403	36545783	36596012	50230	+	435	upstream	435	WDR62
chr19	36605680	36606007	328	*	X11862	1155	36605888	36616849	10962	+	0	overlapStart	0	TBCB
chr19	36605680	36606007	328	*	X11862	5438	36604611	36606206	1596	-	0	inside	198	POLR2I
chr19	36630918	36630919	2	*	X11863	826	36630918	36641255	10338	+	0	inside	0	CAPNS1
chr19	36631034	36631059	26	*	X11864	826	36630918	36641255	10338	+	0	inside	115	CAPNS1
chr19	36706031	36706160	130	*	X11865	147929	36673187	36705986	32800	-	44	upstream	44	ZNF565
chr19	36980179	36980330	152	*	X11866	728752	36980529	36981942	1414	+	198	upstream	198	ZNF566-AS1
chr19	36980179	36980330	152	*	X11866	84924	36936021	36980463	44443	-	0	inside	132	ZNF566
chr19	37157578	37157951	374	*	X11867	92283	37128283	37157739	29457	-	0	overlapStart	0	ZNF461
chr19	37663564	37663916	353	*	X11870	199704	37641001	37663615	22615	-	0	overlapStart	0	ZNF585A
chr19	37708971	37709219	249	*	X11871	163087	37708828	37734574	25747	+	0	inside	142	ZNF383
chr19	37862352	37862457	106	*	X11872	84503	37862059	37883966	21908	+	0	inside	292	ZNF527
chr19	37958420	37958546	127	*	X11873	148268	37958674	37976242	17569	+	127	upstream	127	ZNF570
chr19	37958562	37958632	71	*	X11874	148268	37958674	37976242	17569	+	41	upstream	41	ZNF570
chr19	37960019	37960318	300	*	X11875	148266	37902060	37960169	58110	-	0	overlapStart	0	ZNF569
chr19	38085475	38085561	87	*	X11876	51276	38045684	38085673	39990	-	0	inside	111	ZNF571
chr19	38146714	38147096	383	*	X11877	22835	38123389	38146368	22980	-	345	upstream	345	ZFP30
chr19	38147146	38147214	69	*	X11878	22835	38123389	38146368	22980	-	777	upstream	777	ZFP30
chr19	38397160	38397453	294	*	X11881	23094	38397868	38699008	301141	+	414	upstream	414	SIPA1L3
chr19	38397160	38397453	294	*	X11881	83889	38375472	38397317	21846	-	0	overlapStart	0	WDR87
chr19	38397756	38397855	100	*	X11882	23094	38397868	38699008	301141	+	12	upstream	12	SIPA1L3
chr19	38397756	38397855	100	*	X11882	83889	38375472	38397317	21846	-	438	upstream	438	WDR87
chr19	38720466	38720495	30	*	X11884	8193	38701649	38720317	18669	-	148	upstream	148	DPF1
chr19	38720508	38720543	36	*	X11885	8193	38701649	38720317	18669	-	190	upstream	190	DPF1
chr19	38755301	38755343	43	*	X11886	10653	38755098	38783254	28157	+	0	inside	202	SPINT2
chr19	38810685	38810721	37	*	X11888	9424	38810484	38819649	9166	+	0	inside	200	KCNK6
chr19	38865428	38865544	117	*	X11889	5714	38865190	38874464	9275	+	0	inside	237	PSMD8
chr19	39138370	39138477	108	*	X11891	81	39138267	39221171	82905	+	0	inside	102	ACTN4
chr19	39390143	39390155	13	*	X11892	4793	39390340	39399534	9195	+	184	upstream	184	NFKBIB
chr19	39832574	39832686	113	*	X11895	55095	39833108	39875537	42430	+	421	upstream	421	SAMD4B
chr19	39936076	39936147	72	*	X11898	6829	39936186	39967308	31123	+	38	upstream	38	SUPT5H
chr19	39936319	39936331	13	*	X11899	6829	39936186	39967308	31123	+	0	inside	132	SUPT5H
chr19	39989762	39989790	29	*	X11901	10683	39989557	39999121	9565	+	0	inside	204	DLL3
chr19	40324713	40324766	54	*	X11906	9149	40315990	40324841	8852	-	0	inside	74	DYRK1B
chr19	40324824	40324833	10	*	X11907	9149	40315990	40324841	8852	-	0	inside	7	DYRK1B
chr19	40324883	40325004	122	*	X11908	9149	40315990	40324841	8852	-	41	upstream	41	DYRK1B
chr19	40336878	40337042	165	*	X11909	2091	40325093	40337054	11962	-	0	inside	11	FBL
chr19	40337062	40337124	63	*	X11910	2091	40325093	40337054	11962	-	7	upstream	7	FBL
chr19	40502678	40502940	263	*	X11911	339327	40502943	40523514	20572	+	2	upstream	2	ZNF546
chr19	40854337	40854377	41	*	X11913	126526	40826967	40854434	27468	-	0	inside	56	C19orf47
chr19	40854337	40854377	41	*	X11913	23646	40854332	40884390	30059	+	0	inside	4	PLD3
chr19	40854593	40854619	27	*	X11914	126526	40826967	40854434	27468	-	158	upstream	158	C19orf47
chr19	40854593	40854619	27	*	X11914	23646	40854332	40884390	30059	+	0	inside	260	PLD3
chr19	41305114	41305208	95	*	X11921	112398	41305048	41314346	9299	+	0	inside	65	EGLN2
chr19	41724612	41724752	141	*	X11923	558	41725108	41767671	42564	+	355	upstream	355	AXL
chr19	41815972	41816524	553	*	X11927	90324	41816094	41830788	14695	+	0	overlapStart	0	CCDC97
chr19	41903175	41903211	37	*	X11928	56915	41892276	41903256	10981	-	0	inside	44	EXOSC5
chr19	41903477	41903535	59	*	X11929	56915	41892276	41903256	10981	-	220	upstream	220	EXOSC5
chr19	42463444	42463474	31	*	X11933	10567	42460833	42463528	2696	-	0	inside	53	RABAC1
chr19	42724437	42724525	89	*	X11940	116115	42724492	42732353	7862	+	0	overlapStart	0	ZNF526
chr19	42724437	42724525	89	*	X11940	162989	42702745	42724304	21560	-	132	upstream	132	DEDD2
chr19	42787866	42787911	46	*	X11941	23152	42788817	42799949	11133	+	905	upstream	905	CIC
chr19	42817421	42817774	354	*	X11942	284339	42817477	42829214	11738	+	0	overlapStart	0	TMEM145
chr19	42829709	42829780	72	*	X11945	1954	42829761	42882921	53161	+	0	overlapStart	0	MEGF8
chr19	44144235	44144316	82	*	X11951	199731	44126522	44143991	17470	-	243	upstream	243	CADM4
chr19	44174321	44174383	63	*	X11952	5329	44150247	44174498	24252	-	0	inside	114	PLAUR
chr19	44174410	44174420	11	*	X11953	5329	44150247	44174498	24252	-	0	inside	77	PLAUR
chr19	44258829	44258885	57	*	X11954	56006	44235301	44259142	23842	-	0	inside	256	SMG9
chr19	44258916	44258928	13	*	X11955	56006	44235301	44259142	23842	-	0	inside	213	SMG9
chr19	44455325	44455378	54	*	X11957	7638	44455397	44471752	16356	+	18	upstream	18	ZNF221
chr19	44455417	44455512	96	*	X11958	7638	44455397	44471752	16356	+	0	inside	19	ZNF221
chr19	44488106	44488135	30	*	X11959	7711	44488322	44502477	14156	+	186	upstream	186	ZNF155
chr19	44488300	44488319	20	*	X11960	7711	44488322	44502477	14156	+	2	upstream	2	ZNF155
chr19	44716395	44716411	17	*	X11961	7770	44716691	44741421	24731	+	279	upstream	279	ZNF227
chr19	44763821	44763868	48	*	X11962	353355	44764033	44779470	15438	+	164	upstream	164	ZNF233
chr19	44905902	44905951	50	*	X11964	26974	44889808	44905777	15970	-	124	upstream	124	ZNF285
chr19	44905902	44905951	50	*	X11964	7771	44830706	44905777	75072	-	124	upstream	124	ZNF112
chr19	44905965	44905983	19	*	X11965	26974	44889808	44905777	15970	-	187	upstream	187	ZNF285
chr19	44905965	44905983	19	*	X11965	7771	44830706	44905777	75072	-	187	upstream	187	ZNF112
chr19	45579551	45579802	252	*	X11966	162979	45574758	45579688	4931	-	0	overlapStart	0	ZNF296
chr19	45579884	45579936	53	*	X11967	162979	45574758	45579688	4931	-	195	upstream	195	ZNF296
chr19	45582312	45582689	378	*	X11968	79760	45582518	45594782	12265	+	0	overlapStart	0	GEMIN7
chr19	45596118	45596460	343	*	X11969	284352	45596431	45650543	54113	+	0	overlapStart	0	PPP1R37
chr19	45970674	45970692	19	*	X11973	2354	45971253	45978437	7185	+	560	upstream	560	FOSB
chr19	45970711	45971079	369	*	X11974	2354	45971253	45978437	7185	+	173	upstream	173	FOSB
chr19	45981895	45981913	19	*	X11976	2067	45910591	45982086	71496	-	0	inside	172	ERCC1
chr19	45981998	45982039	42	*	X11977	2067	45910591	45982086	71496	-	0	inside	46	ERCC1
chr19	45999724	45999785	62	*	X11978	147699	46001731	46005764	4034	+	1945	upstream	1945	PPM1N
chr19	45999801	45999872	72	*	X11979	147699	46001731	46005764	4034	+	1858	upstream	1858	PPM1N
chr19	46010741	46010841	101	*	X11980	7408	46010688	46030240	19553	+	0	inside	52	VASP
chr19	46144649	46144687	39	*	X11982	100287177	46144905	46146092	1188	+	217	upstream	217	EML2-AS1
chr19	46195161	46195212	52	*	X11983	54814	46195741	46207248	11508	+	528	upstream	528	QPCTL
chr19	46195161	46195212	52	*	X11983	6633	46190712	46195443	4732	-	0	inside	230	SNRPD2
chr19	46366242	46366259	18	*	X11987	3171	46367518	46377055	9538	+	1258	upstream	1258	FOXA3
chr19	46366242	46366259	18	*	X11987	8189	46318700	46366548	47849	-	0	inside	288	SYMPK
chr19	46366279	46366375	97	*	X11988	3171	46367518	46377055	9538	+	1142	upstream	1142	FOXA3
chr19	46366279	46366375	97	*	X11988	8189	46318700	46366548	47849	-	0	inside	172	SYMPK
chr19	46366389	46366430	42	*	X11989	3171	46367518	46377055	9538	+	1087	upstream	1087	FOXA3
chr19	46366389	46366430	42	*	X11989	8189	46318700	46366548	47849	-	0	inside	117	SYMPK
chr19	46366540	46366641	102	*	X11990	3171	46367518	46377055	9538	+	876	upstream	876	FOXA3
chr19	46366540	46366641	102	*	X11990	8189	46318700	46366548	47849	-	0	overlapStart	0	SYMPK
chr19	46389425	46389462	38	*	X11991	26145	46386866	46389376	2511	-	48	upstream	48	IRF2BP1
chr19	46405819	46405905	87	*	X11992	339344	46393281	46405862	12582	-	0	overlapStart	0	MYPOP
chr19	47104076	47104422	347	*	X11998	100506012	46984045	47104457	120413	-	0	inside	34	PPP5D1P
chr19	47104076	47104422	347	*	X11998	808	47104512	47114039	9528	+	89	upstream	89	CALM3
chr19	47104598	47104602	5	*	X11999	100506012	46984045	47104457	120413	-	140	upstream	140	PPP5D1P
chr19	47104598	47104602	5	*	X11999	808	47104512	47114039	9528	+	0	inside	85	CALM3
chr19	47164773	47164999	227	*	X12000	147906	47150869	47164395	13527	-	377	upstream	377	DACT3
chr19	47633832	47633851	20	*	X12011	10055	47634080	47713893	79814	+	228	upstream	228	SAE1
chr19	47634142	47634154	13	*	X12012	10055	47634080	47713893	79814	+	0	inside	61	SAE1
chr19	47852655	47852669	15	*	X12014	9704	47852538	47885961	33424	+	0	inside	116	DHX34
chr19	47975322	47975544	223	*	X12016	6543	47931279	47975307	44029	-	14	upstream	14	SLC8A2
chr19	48247081	48247108	28	*	X12017	29997	48248793	48274141	25349	+	1684	upstream	1684	NOP53
chr19	48248561	48249071	511	*	X12018	29997	48248793	48274141	25349	+	0	overlapStart	0	NOP53
chr19	48281826	48282099	274	*	X12019	6415	48281842	48287943	6102	+	0	overlapStart	0	SELENOW
chr19	48673558	48673590	33	*	X12020	3978	48618703	48673560	54858	-	0	overlapStart	0	LIG1
chr19	48758911	48759379	469	*	X12021	100505812	48758932	48761450	2519	+	0	overlapStart	0	CARD8-AS1
chr19	48758911	48759379	469	*	X12021	22900	48706405	48759203	52799	-	0	overlapStart	0	CARD8
chr19	49055497	49055525	29	*	X12024	6820	49055429	49102684	47256	+	0	inside	67	SULT2B1
chr19	49140361	49140500	140	*	X12029	1628	49133817	49140639	6823	-	0	inside	138	DBP
chr19	49140361	49140500	140	*	X12029	653677	49141296	49185502	44207	+	795	upstream	795	SEC1P
chr19	49140559	49140629	71	*	X12030	1628	49133817	49140639	6823	-	0	inside	9	DBP
chr19	49140559	49140629	71	*	X12030	653677	49141296	49185502	44207	+	666	upstream	666	SEC1P
chr19	49314011	49314071	61	*	X12031	587	49298319	49314320	16002	-	0	inside	248	BCAT2
chr19	49314088	49314506	419	*	X12032	587	49298319	49314320	16002	-	0	overlapStart	0	BCAT2
chr19	49375701	49375832	132	*	X12033	23645	49375649	49379319	3671	+	0	inside	51	PPP1R15A
chr19	49588311	49588350	40	*	X12034	6625	49588465	49611870	23406	+	114	upstream	114	SNRNP70
chr19	49588397	49588431	35	*	X12035	6625	49588465	49611870	23406	+	33	upstream	33	SNRNP70
chr19	49588675	49588932	258	*	X12036	6625	49588465	49611870	23406	+	0	inside	209	SNRNP70
chr19	49623460	49623476	17	*	X12037	55150	49621654	49622397	744	-	1062	upstream	1062	C19orf73
chr19	49955425	49955448	24	*	X12040	126133	49956473	49974305	17833	+	1024	upstream	1024	ALDH16A1
chr19	49955425	49955448	24	*	X12040	55011	49949550	49955115	5566	-	309	upstream	309	PIH1D1
chr19	50083703	50084131	429	*	X12042	51070	50058725	50083829	25105	-	0	overlapStart	0	NOSIP
chr19	50083703	50084131	429	*	X12042	5639	50084587	50094265	9679	+	455	upstream	455	PRRG2
chr19	50094916	50094945	30	*	X12043	57479	50094912	50129696	34785	+	0	inside	3	PRR12
chr19	50179510	50179697	188	*	X12045	3276	50180409	50191707	11299	+	711	upstream	711	PRMT1
chr19	50321242	50321263	22	*	X12046	81857	50321536	50342036	20501	+	272	upstream	272	MED25
chr19	50321333	50321350	18	*	X12047	81857	50321536	50342036	20501	+	185	upstream	185	MED25
chr19	50321374	50321666	293	*	X12048	81857	50321536	50342036	20501	+	0	overlapStart	0	MED25
chr19	50321678	50321693	16	*	X12049	81857	50321536	50342036	20501	+	0	inside	141	MED25
chr19	50354256	50354318	63	*	X12050	53635	50353992	50363999	10008	+	0	inside	263	PTOV1
chr19	50379796	50379944	149	*	X12052	79735	50380682	50392007	11326	+	737	upstream	737	TBC1D17
chr19	50380011	50380073	63	*	X12053	79735	50380682	50392007	11326	+	608	upstream	608	TBC1D17
chr19	50380112	50380151	40	*	X12054	79735	50380682	50392007	11326	+	530	upstream	530	TBC1D17
chr19	50380523	50381099	577	*	X12055	79735	50380682	50392007	11326	+	0	overlapStart	0	TBC1D17
chr19	50432606	50432816	211	*	X12058	23636	50410084	50432988	22905	-	0	inside	171	NUP62
chr19	50432606	50432816	211	*	X12058	259307	50390639	50432988	42350	-	0	inside	171	IL4I1
chr19	50433001	50433184	184	*	X12059	23636	50410084	50432988	22905	-	12	upstream	12	NUP62
chr19	50433001	50433184	184	*	X12059	259307	50390639	50432988	42350	-	12	upstream	12	IL4I1
chr19	50529234	50529440	207	*	X12060	25888	50529212	50552031	22820	+	0	inside	21	ZNF473
chr19	50529234	50529440	207	*	X12060	51231	50479724	50528805	49082	-	428	upstream	428	VRK3
chr19	50833992	50834274	283	*	X12061	3748	50815199	50832634	17436	-	1357	upstream	1357	KCNC3
chr19	50834288	50834310	23	*	X12062	3748	50815199	50832634	17436	-	1653	upstream	1653	KCNC3
chr19	50834336	50834356	21	*	X12063	3748	50815199	50832634	17436	-	1701	upstream	1701	KCNC3
chr19	50887874	50887901	28	*	X12066	5424	50887580	50921275	33696	+	0	inside	293	POLD1
chr19	50979529	50979557	29	*	X12069	284361	50979657	50986608	6952	+	99	upstream	99	EMC10
chr19	50979868	50979906	39	*	X12070	112703	50970045	50980003	9959	-	0	inside	96	FAM71E1
chr19	50979868	50979906	39	*	X12070	284361	50979657	50986608	6952	+	0	inside	210	EMC10
chr19	50979922	50979982	61	*	X12071	112703	50970045	50980003	9959	-	0	inside	20	FAM71E1
chr19	50979922	50979982	61	*	X12071	284361	50979657	50986608	6952	+	0	inside	264	EMC10
chr19	51014435	51014686	252	*	X12072	126119	51009254	51014612	5359	-	0	overlapStart	0	JOSD2
chr19	51014842	51014860	19	*	X12073	126119	51009254	51014612	5359	-	229	upstream	229	JOSD2
chr19	51014882	51014906	25	*	X12074	126119	51009254	51014612	5359	-	269	upstream	269	JOSD2
chr19	51307591	51307659	69	*	X12078	692204	51305582	51305678	97	-	1912	upstream	1912	SNORD88C
chr19	51307698	51307962	265	*	X12079	84798	51300961	51307974	7014	-	0	inside	11	C19orf48
chr19	51611676	51611727	52	*	X12083	90353	51600863	51611647	10785	-	28	upstream	28	CTU1
chr19	51611791	51611918	128	*	X12084	90353	51600863	51611647	10785	-	143	upstream	143	CTU1
chr19	51612113	51612124	12	*	X12085	90353	51600863	51611647	10785	-	465	upstream	465	CTU1
chr19	52074247	52074618	372	*	X12087	7728	52074531	52092991	18461	+	0	overlapStart	0	ZNF175
chr19	52097623	52097634	12	*	X12088	729975	52095036	52097633	2598	-	0	overlapStart	0	LINC01530
chr19	52408303	52408314	12	*	X12090	65251	52392488	52408305	15818	-	0	overlapStart	0	ZNF649
chr19	52408359	52408428	70	*	X12091	65251	52392488	52408305	15818	-	53	upstream	53	ZNF649
chr19	52430646	52430755	110	*	X12092	79898	52430688	52449011	18324	+	0	overlapStart	0	ZNF613
chr19	52490035	52490278	244	*	X12093	59348	52467593	52490079	22487	-	0	overlapStart	0	ZNF350
chr19	52490295	52490315	21	*	X12094	59348	52467593	52490079	22487	-	215	upstream	215	ZNF350
chr19	52511390	52511681	292	*	X12095	284370	52494587	52511483	16897	-	0	overlapStart	0	ZNF615
chr19	52643449	52643460	12	*	X12096	90317	52617653	52643191	25539	-	257	upstream	257	ZNF616
chr19	54605766	54605845	80	*	X12105	126014	54597933	54605994	8062	-	0	inside	148	OSCAR
chr19	54605766	54605845	80	*	X12105	4696	54606160	54610281	4122	+	314	upstream	314	NDUFA3
chr19	54606123	54606186	64	*	X12106	126014	54597933	54605994	8062	-	128	upstream	128	OSCAR
chr19	54606123	54606186	64	*	X12106	4696	54606160	54610281	4122	+	0	overlapStart	0	NDUFA3
chr19	54606210	54606292	83	*	X12107	126014	54597933	54605994	8062	-	215	upstream	215	OSCAR
